PANGO	REPO	MILESTONE	ISSUE	LABELS	STATE	REASON	UNALIASED
BA.5.1.2	cov-lineages/pango-designation	356	790	designated	CLOSED	COMPLETED	B.1.1.529.5.1.2
BA.5.1.20	cov-lineages/pango-designation	442	1000	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.20
BA.5.1.21	cov-lineages/pango-designation	447	958	BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.21
BT.2	cov-lineages/pango-designation	512	1192	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.21.2
BA.5.1.22	cov-lineages/pango-designation	473	1135	BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.22
DH.1	cov-lineages/pango-designation	545	1242	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.22.1
BA.5.1.23	cov-lineages/pango-designation	473	1135	BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.23
BA.5.1.24	cov-lineages/pango-designation	473	1135	BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.24
BA.5.1.25	cov-lineages/pango-designation	473	1135	BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.25
DJ.1	cov-lineages/pango-designation	559	1245	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.25.1
DJ.1.1.1	cov-lineages/pango-designation	639	1407	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.25.1.1.1
DJ.1.2	cov-lineages/pango-designation	570	1379	designated	CLOSED	COMPLETED	B.1.1.529.5.1.25.1.2
DJ.1.3	cov-lineages/pango-designation	584	1409	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.25.1.3
BA.5.1.26	cov-lineages/pango-designation	482	869	monitor, BA.5	CLOSED	NOT_PLANNED	B.1.1.529.5.1.26
BA.5.1.29	cov-lineages/pango-designation	488	1060	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.29
CL.1	cov-lineages/pango-designation	499	1187	recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.29.1
BA.5.1.3	cov-lineages/pango-designation	357	765	designated	CLOSED	COMPLETED	B.1.1.529.5.1.3
BA.5.1.31	cov-lineages/pango-designation	555	991	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.31
BA.5.1.32	cov-lineages/pango-designation	617	1488	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.32
EQ.1	cov-lineages/pango-designation	670	1522	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.1.33.1
BA.5.1.4	cov-lineages/pango-designation	362	801	designated	CLOSED	COMPLETED	B.1.1.529.5.1.4
BA.5.1.5	cov-lineages/pango-designation	371	835	designated	CLOSED	COMPLETED	B.1.1.529.5.1.5
BA.5.1.9	cov-lineages/pango-designation	389	786	designated	CLOSED	COMPLETED	B.1.1.529.5.1.9
BA.5.10	cov-lineages/pango-designation	403	936	designated	CLOSED	COMPLETED	B.1.1.529.5.10
BA.5.10.1	cov-lineages/pango-designation	457	1031	BA.5	CLOSED	COMPLETED	B.1.1.529.5.10.1
DF.1	cov-lineages/pango-designation	542	1270	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.10.1.1
DF.1.1	cov-lineages/pango-designation	593	1494	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.10.1.1.1
BA.5.11	cov-lineages/pango-designation	537	1277	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.11
BA.5.12	cov-lineages/pango-designation	665	1640	designated	CLOSED	COMPLETED	B.1.1.529.5.12
BA.5.2	cov-lineages/pango-designation	298	551	designated	CLOSED	COMPLETED	B.1.1.529.5.2
BA.5.2.1	cov-lineages/pango-designation	308	657	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1
BF.1	cov-lineages/pango-designation	309	618	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.1
BF.10.1	cov-lineages/pango-designation	581	1442	designated, recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.10.1
BF.11	cov-lineages/pango-designation	377	837	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.11
BF.12	cov-lineages/pango-designation	380	752	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.12
BF.13	cov-lineages/pango-designation	398	883	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.13
BF.14	cov-lineages/pango-designation	400	843	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.14
BF.15	cov-lineages/pango-designation	411	893	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.15
BF.16	cov-lineages/pango-designation	419	942	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.16
BF.22	cov-lineages/pango-designation	429	1010	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.22
BF.23	cov-lineages/pango-designation	450	1036	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.23
BF.26	cov-lineages/pango-designation	474	1142		CLOSED	COMPLETED	B.1.1.529.5.2.1.26
BF.27	cov-lineages/pango-designation	475	1140		CLOSED	COMPLETED	B.1.1.529.5.2.1.27
BF.28	cov-lineages/pango-designation	476	1141		CLOSED	COMPLETED	B.1.1.529.5.2.1.28
BF.29	cov-lineages/pango-designation	506	1162	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.29
BF.3.1	cov-lineages/pango-designation	379	825	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.3.1
BF.32	cov-lineages/pango-designation	527	1250	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.32
BF.34	cov-lineages/pango-designation	543	1233	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.34
BF.4	cov-lineages/pango-designation	355	788	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.4
BF.42	cov-lineages/pango-designation	719	1855	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.42
BF.5.1	cov-lineages/pango-designation	587	1475	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.5.1
BF.5.2	cov-lineages/pango-designation	588	1476	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.5.2
BF.5.3	cov-lineages/pango-designation	645	1526	designated, recommended, BA.5, Saltation	CLOSED	COMPLETED	B.1.1.529.5.2.1.5.3
BF.6	cov-lineages/pango-designation	368	821	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.6
BF.7	cov-lineages/pango-designation	370	827	designated	CLOSED	COMPLETED	B.1.1.529.5.2.1.7
BF.7.1	cov-lineages/pango-designation	486	1132	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.1
BF.7.14	cov-lineages/pango-designation	596	1470	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.14
BF.7.14.1	cov-lineages/pango-designation	622	1580	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.14.1
BF.7.14.3	cov-lineages/pango-designation	627	1573	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.14.3
BF.7.14.7	cov-lineages/pango-designation	667	1672	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.14.7
BF.7.15	cov-lineages/pango-designation	601	1358	monitor, designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.15
BF.7.2	cov-lineages/pango-designation	507	1216		CLOSED	COMPLETED	B.1.1.529.5.2.1.7.2
BF.7.4.1	cov-lineages/pango-designation	526	1253	BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.4.1
BF.7.4.3	cov-lineages/pango-designation	679	1743	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.4.3
BF.7.5.1	cov-lineages/pango-designation	551	1317	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.5.1
BF.7.7	cov-lineages/pango-designation	516	1147	BA.5, low priority	CLOSED	COMPLETED	B.1.1.529.5.2.1.7.7
BA.5.2.13	cov-lineages/pango-designation	438	959	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.13
BA.5.2.14	cov-lineages/pango-designation	443	1002	designated, accepted, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.14
BA.5.2.15	cov-lineages/pango-designation	446	1054	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.15
BA.5.2.16	cov-lineages/pango-designation	451	1065	recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.16
BU.1	cov-lineages/pango-designation	451	1065	recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.16.1
BA.5.2.17	cov-lineages/pango-designation	449	1019	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.17
BA.5.2.18	cov-lineages/pango-designation	452	1025	BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.18
CR.1.3	cov-lineages/pango-designation	580	1355	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.18.1.3
BA.5.2.19	cov-lineages/pango-designation	459	916	monitor, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.19
BV.2	cov-lineages/pango-designation	497	1122	recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.20.2
CN.1	cov-lineages/pango-designation	502	1108	BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.21.1
CN.2	cov-lineages/pango-designation	573	1404	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.21.2
BA.5.2.22	cov-lineages/pango-designation	465	945	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.22
BA.5.2.23	cov-lineages/pango-designation	467	1090	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.23
CK.1	cov-lineages/pango-designation	498	1120	monitor, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.24.1
CK.1.1	cov-lineages/pango-designation	589	1452	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.5.2.24.1.1
CK.1.2	cov-lineages/pango-designation	607	1467	designated, recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.24.1.2
CK.2	cov-lineages/pango-designation	519	1190	designated, recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.24.2
CK.2.1	cov-lineages/pango-designation	521	1125	monitor, BA.5	CLOSED	NOT_PLANNED	B.1.1.529.5.2.24.2.1
CK.2.1.1	cov-lineages/pango-designation	519	1190	designated, recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.24.2.1.1
DG.1	cov-lineages/pango-designation	544	1288	monitor, BA.5, partially designated	CLOSED	COMPLETED	B.1.1.529.5.2.24.2.1.1.1
CK.3	cov-lineages/pango-designation	553	1121	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.24.3
BA.5.2.25	cov-lineages/pango-designation	471	1111	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.25
DB.1	cov-lineages/pango-designation	539	1258	monitor, designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.25.1
DB.3	cov-lineages/pango-designation	664	1613	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.25.3
BA.5.2.26	cov-lineages/pango-designation	472	1133	BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.26
CG.1	cov-lineages/pango-designation	483	1126	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.26.1
BA.5.2.27	cov-lineages/pango-designation	472	1133	BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.27
BA.5.2.28	cov-lineages/pango-designation	472	1133	BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.28
BA.5.2.29	cov-lineages/pango-designation	480	1050	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.29
BA.5.2.34	cov-lineages/pango-designation	503	992	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.34
BA.5.2.36	cov-lineages/pango-designation	524	1203	designated, BA.5, low priority	CLOSED	COMPLETED	B.1.1.529.5.2.36
CT.1	cov-lineages/pango-designation	524	1203	designated, BA.5, low priority	CLOSED	COMPLETED	B.1.1.529.5.2.36.1
BA.5.2.37	cov-lineages/pango-designation	514	1117	monitor, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.37
BA.5.2.38	cov-lineages/pango-designation	540	1254	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.38
DA.1	cov-lineages/pango-designation	540	1254	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.38.1
BA.5.2.39	cov-lineages/pango-designation	538	1279	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.39
BA.5.2.41	cov-lineages/pango-designation	552	1328	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.41
BA.5.2.42	cov-lineages/pango-designation	560	1266	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.42
BA.5.2.43	cov-lineages/pango-designation	562	1312	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.43
BA.5.2.45	cov-lineages/pango-designation	567	1383	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.45
BA.5.2.46	cov-lineages/pango-designation	590	1446	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.46
BA.5.2.47	cov-lineages/pango-designation	594	1496	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.47
BA.5.2.48	cov-lineages/pango-designation	597	1471	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.48
DY.1	cov-lineages/pango-designation	629	1479	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.48.1
DY.1.1	cov-lineages/pango-designation	638	1599	designated	CLOSED	COMPLETED	B.1.1.529.5.2.48.1.1
DY.2	cov-lineages/pango-designation	659	1478	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.48.2
BA.5.2.49	cov-lineages/pango-designation	613	1480	recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.49
BA.5.2.50	cov-lineages/pango-designation	618	1542	designated, UShER not clean, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.50
BA.5.2.6	cov-lineages/pango-designation	408	870	designated	CLOSED	COMPLETED	B.1.1.529.5.2.6
CP.7	cov-lineages/pango-designation	672	1473	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.6.7
CP.8.1	cov-lineages/pango-designation	701	1627	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.6.8.1
BA.5.2.63	cov-lineages/pango-designation	652	1636	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.63
BA.5.2.7	cov-lineages/pango-designation	410	924	designated	CLOSED	COMPLETED	B.1.1.529.5.2.7
CY.1	cov-lineages/pango-designation	528	1247	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.7.1
CY.2	cov-lineages/pango-designation	671	1474	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.2.7.2
BA.5.3	cov-lineages/pango-designation	299	550	designated	CLOSED	COMPLETED	B.1.1.529.5.3
BE.1	cov-lineages/pango-designation	303	625	designated	CLOSED	COMPLETED	B.1.1.529.5.3.1.1
BE.1.1.1	cov-lineages/pango-designation	421	931	designated, accepted, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1
BQ.1	cov-lineages/pango-designation	444	993	designated, accepted, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1
BQ.1.1	cov-lineages/pango-designation	444	993	designated, accepted, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1
BQ.1.1.2	cov-lineages/pango-designation	515	1209	monitor, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.2
DU.1	cov-lineages/pango-designation	614	1540	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.2.1
ER.1	cov-lineages/pango-designation	675	1492	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.22.1
ER.1.1	cov-lineages/pango-designation	676	1715	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.22.1.1
BQ.1.1.25	cov-lineages/pango-designation	564	1350	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.25
EH.1	cov-lineages/pango-designation	658	1648	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.28.1
BQ.1.1.32	cov-lineages/pango-designation	592	1402	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.32
DT.1	cov-lineages/pango-designation	604	1484	designated, recommended, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.32.1
DT.2	cov-lineages/pango-designation	642	1612	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.32.2
BQ.1.1.34	cov-lineages/pango-designation	605	1483	designated, recommended, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.34
ET.1	cov-lineages/pango-designation	681	1732	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.35.1
BQ.1.1.37	cov-lineages/pango-designation	620	1571	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.37
BQ.1.1.38	cov-lineages/pango-designation	621	1419	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.38
EW.1	cov-lineages/pango-designation	699	1786	designated	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.38.1
BQ.1.1.39	cov-lineages/pango-designation	625	1385	designated, Saltation, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.39
FQ.1	cov-lineages/pango-designation	725	1797	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.39.1
BQ.1.1.41	cov-lineages/pango-designation	630	1291	BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.41
EZ.1	cov-lineages/pango-designation	710	1673	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.43.1
BQ.1.1.45	cov-lineages/pango-designation	628	1512	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.45
EN.1	cov-lineages/pango-designation	668	1696	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.46.1
DN.1.1	cov-lineages/pango-designation	585	1463	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.5.1.1
DN.1.1.1	cov-lineages/pango-designation	632	1548	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.1
BQ.1.1.50	cov-lineages/pango-designation	648	1577	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.50
EA.1	cov-lineages/pango-designation	650	1635	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.52.1
BQ.1.1.60	cov-lineages/pango-designation	651	1426	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.60
ES.1	cov-lineages/pango-designation	677	1722	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.65.1
BQ.1.1.70	cov-lineages/pango-designation	649	1445	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.70
BQ.1.1.71	cov-lineages/pango-designation	673	1713	designated, partially designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.71
BQ.1.1.73	cov-lineages/pango-designation	712	1740	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.73
BQ.1.1.74	cov-lineages/pango-designation	715	1817	partially designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.1.74
BQ.1.10.1	cov-lineages/pango-designation	508	1189	monitor, BA.5, potential artefact	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.10.1
BQ.1.11.1	cov-lineages/pango-designation	623	1581	BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.11.1
BQ.1.13.1	cov-lineages/pango-designation	586	1400	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.13.1
BQ.1.2.1	cov-lineages/pango-designation	626	1392	BA.5, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.2.1
FB.1	cov-lineages/pango-designation	703	1714	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.2.1.1
BQ.1.2.2	cov-lineages/pango-designation	742	1861	designated, recommended, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.2.2
JH.1	cov-lineages/pango-designation	807	2068	designated	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.2.2.1
JH.2	cov-lineages/pango-designation	807	2068	designated	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.2.2.2
JH.2	sars-cov-2-variants/lineage-proposals	96	650	Deletions/Truncations/Frameshifted, S:486, designated, S:484K, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.2.2.2
BQ.1.24	cov-lineages/pango-designation	541	1240	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.24
BQ.1.25.1	cov-lineages/pango-designation	582	1451	designated	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.25.1
BQ.1.26	cov-lineages/pango-designation	550	1315	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.26
BQ.1.26.1	cov-lineages/pango-designation	568	1369	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.26.1
BQ.1.28	cov-lineages/pango-designation	591	1415	designated, BA.5, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.28
BQ.1.32	cov-lineages/pango-designation	680	1731	designated, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.32
BQ.1.8	cov-lineages/pango-designation	489	1202	recommended, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.8
FF.1	cov-lineages/pango-designation	700	1523	designated, Saltation, BQ.1	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.1.1.1.8.2.1
BE.1.2	cov-lineages/pango-designation	395	923	designated, recommended	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.2
BE.1.2.1	cov-lineages/pango-designation	468	1095	BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.2.1
DW.1	cov-lineages/pango-designation	619	1564	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.1.2.1.1
BE.10	cov-lineages/pango-designation	575	1411	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.10
BE.3	cov-lineages/pango-designation	359	723	designated	CLOSED	COMPLETED	B.1.1.529.5.3.1.3
BE.4	cov-lineages/pango-designation	481	1115	BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.4
BE.4.1	cov-lineages/pango-designation	481	1115	BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.4.1
BE.4.1.1	cov-lineages/pango-designation	481	1115	BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.4.1.1
CQ.2	cov-lineages/pango-designation	520	1232	monitor, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.4.1.1.2
BE.4.2	cov-lineages/pango-designation	493	1114	monitor, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.4.2
BE.5	cov-lineages/pango-designation	534	1281	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.5
BE.7	cov-lineages/pango-designation	535	1280	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.7
BE.8	cov-lineages/pango-designation	536	1278	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.8
BE.9	cov-lineages/pango-designation	548	1302	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.1.9
BA.5.3.2	cov-lineages/pango-designation	339	697	designated	CLOSED	COMPLETED	B.1.1.529.5.3.2
BA.5.3.5	cov-lineages/pango-designation	487	1042	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.3.5
BA.5.5	cov-lineages/pango-designation	318	656	designated	CLOSED	COMPLETED	B.1.1.529.5.5
BA.5.5.1	cov-lineages/pango-designation	401	873	designated	CLOSED	COMPLETED	B.1.1.529.5.5.1
BA.5.5.2	cov-lineages/pango-designation	428	938	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.5.2
BA.5.5.3	cov-lineages/pango-designation	433	1015	designated, accepted, BA.5	CLOSED	COMPLETED	B.1.1.529.5.5.3
BA.5.6	cov-lineages/pango-designation	425	738	not accepted	CLOSED	COMPLETED	B.1.1.529.5.6
BA.5.6.2	cov-lineages/pango-designation	399	903	designated	CLOSED	COMPLETED	B.1.1.529.5.6.2
BW.1.1	cov-lineages/pango-designation	558	1341	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.6.2.1.1
BA.5.6.3	cov-lineages/pango-designation	490	1118	monitor, designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.6.3
BA.5.6.4	cov-lineages/pango-designation	513	1191	designated, BA.5	CLOSED	COMPLETED	B.1.1.529.5.6.4
BA.5.8	cov-lineages/pango-designation	375	743	designated	CLOSED	COMPLETED	B.1.1.529.5.8
BA.5.9	cov-lineages/pango-designation	376	753	designated	CLOSED	COMPLETED	B.1.1.529.5.9
Q.1	cov-lineages/pango-designation	86	39	designated	CLOSED	COMPLETED	B.1.1.7.1
Q.2	cov-lineages/pango-designation	87	79	designated	CLOSED	COMPLETED	B.1.1.7.2
Q.3	cov-lineages/pango-designation	88	92	designated	CLOSED	COMPLETED	B.1.1.7.3
Q.4	cov-lineages/pango-designation	93	176	designated	CLOSED	COMPLETED	B.1.1.7.4
Q.5	cov-lineages/pango-designation	103	165	designated	CLOSED	COMPLETED	B.1.1.7.5
Q.6	cov-lineages/pango-designation	106	183	designated	CLOSED	COMPLETED	B.1.1.7.6
Q.7	cov-lineages/pango-designation	106	183	designated	CLOSED	COMPLETED	B.1.1.7.7
Q.8	cov-lineages/pango-designation	105	197	designated	CLOSED	COMPLETED	B.1.1.7.8
B.1.177.88	cov-lineages/pango-designation	27	19	designated	CLOSED	COMPLETED	B.1.177.88
B.1.214.1	cov-lineages/pango-designation	12	21		CLOSED	COMPLETED	B.1.214.1
B.1.214.2	cov-lineages/pango-designation	11	20		CLOSED	COMPLETED	B.1.214.2
B.1.214.4	cov-lineages/pango-designation	23	43		CLOSED	COMPLETED	B.1.214.4
B.1.243.1	cov-lineages/pango-designation	19	35	designated	CLOSED	COMPLETED	B.1.243.1
B.1.243.2	cov-lineages/pango-designation	108	169	designated	CLOSED	COMPLETED	B.1.243.2
B.1.351.3	cov-lineages/pango-designation	41	65	designated	CLOSED	COMPLETED	B.1.351.3
B.1.351.4	cov-lineages/pango-designation	68	134	not accepted	CLOSED	COMPLETED	B.1.351.4
B.1.351.5	cov-lineages/pango-designation	120	211	designated	CLOSED	COMPLETED	B.1.351.5
B.1.400.1	cov-lineages/pango-designation	59	94	designated	CLOSED	COMPLETED	B.1.400.1
B.1.415.1	cov-lineages/pango-designation	81	157	designated	CLOSED	COMPLETED	B.1.415.1
